index	qualified name	API description	sentence pattern	revised API description	is_consensus	"raw verb (""/"" if don't have verbs)"	"revised verb (""/"" if don't have verbs)"	functionality category of new verb (index)	"is functionality description? (1 for false, 0 for true)"	"new verb (""/"" if don't have verbs) by annotator1"	"new verb (""/"" if don't have verbs) by annotator2"	revised API description by annotator 1	revised API description by annotator 2
260	"javax.swing.JOptionPane.showOptionDialog(java.awt.Component,java.lang.Object,java.lang.String,int,int,javax.swing.Icon,java.lang.Object[],java.lang.Object)"	"Brings up a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."	VERB - up - NOUN -with - NOUN	"show a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."	1	bring	show	46	0	show	show	"show a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."	"Shows a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."
261	java.io.FileInputStream.skip(long)	Skips over and discards n bytes of data from the input stream.	VERB - NOUN - from - NOUN	Redirect and discards n bytes of data from the input stream.	1	skip	redirect	81	0	redirect	redirect	Skips over and discards n bytes of data from the input stream.	Redirects and remove n bytes of data from the input stream.
262	java.lang.System.gc()	Runs the garbage collector.	VERB - NOUN	perform the garbage collector.	0	run	perform	10	0	perform	perform	perform the garbage collector.	peforms the garbage collector.
263	"java.util.Collections.shuffle(java.util.List<?>,java.util.Random)"	Randomly permute the specified list using the specified source of randomness.	VERB - NOUN	Randomly permute the specified list using the specified source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permute the specified list using the specified source of randomness.	Randomly permute the specified list using the specified source of randomness.
263	java.util.Collections.shuffle(java.util.List<?>)	Randomly permutes the specified list using a default source of randomness.	VERB - NOUN	Randomly permutes the specified list using a default source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permutes the specified list using a default source of randomness.	Randomly permutes the specified list using a default source of randomness.
264	"java.util.Collections.sort(java.util.List<T>,java.util.Comparator<? super T>)"	Sorts the specified list according to the order induced by the specified comparator.	VERB - NOUN	Sorts the specified list according to the order induced by the specified comparator.	0	sort	sort	53	0	sort	sort	Sorts the specified list according to the order induced by the specified comparator.	Sorts the specified list according to the order induced by the specified comparator.
264	java.util.Collections.sort(java.util.List<T>)	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	VERB - NOUN - into- NOUN	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	0	sort	sort	53	0	sort	sort	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	"Sorts the specified list into ascending order, according to the natural ordering of its elements."
265	java.lang.Thread.join(long)	Waits at most millis milliseconds for this thread to die.	VEBR - at - NOUN- for - NOUN	Waits at most millis milliseconds for this thread to die.	0	wait	wait	41	0	wait	wait	Waits at most millis milliseconds for this thread to die.	Waits at most millis milliseconds for this thread to die.
265	"java.lang.Thread.join(long,int)"	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	VEBR - at - NOUN- for - NOUN	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	0	wait	wait	41	0	wait	wait	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.
265	java.lang.Thread.join()	Waits for this thread to die.	VERB - for - NOUN	Waits for this thread to die.	0	wait	wait	41	0	wait	wait	Waits for this thread to die.	Waits for this thread to die.
266	java.lang.Thread.interrupt()	Interrupts this thread.	VERB - NOUN	stop this thread.	0	interrupt	stop	11	0	stop	stop	stop this thread.	stops this thread.
267	java.lang.String.matches(java.lang.String)	Tells whether or not this string matches the given regular expression.	VERB	check whether or not this string matches the given regular expression.	0	tell	check	3	0	check	check	check whether or not this string matches the given regular expression.	checks string matches the given regular expression.
268	"java.nio.file.Files.setAttribute(java.nio.file.Path,java.lang.String,java.lang.Object,java.nio.file.LinkOption)"	Sets the value of a file attribute.	VERB - NOUN	Sets the value of a file attribute.	0	set	set	5	0	set	set	Sets the value of a file attribute.	Sets the value of a file attribute.
268	"java.nio.file.Files.setAttribute(java.nio.file.Path,java.lang.String,java.lang.Object,java.nio.file.LinkOption...)"	Sets the value of a file attribute.	VERB - NOUN	Sets the value of a file attribute.	0	set	set	5	0	set	set	Sets the value of a file attribute.	Sets the value of a file attribute.
269	java.lang.String.contains(java.lang.CharSequence)	Returns true if and only if this string contains the specified sequence of char values.	VERB	check true if and only if this string contains the specified sequence of char values.	0	return	check	3	0	check	check	check true if and only if this string contains the specified sequence of char values.	Checks if and only if this string contains the specified sequence of char values.
270	"java.util.Arrays.deepEquals(java.lang.Object,java.lang.Object)"	Returns true if the two specified arrays are deeply equal to one another.	VERB	compare if the two specified arrays are deeply equal to one another.	0	return	compare	3	0	check	compare	check true if the two specified arrays are deeply equal to one another.	compare the two specified arrays are deeply equal to one another.
